sentence,Valence,Arousal
"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",2.6667,3.0
Let's see I took a shower.  You watched the news.  You said the Grunions are running tonight. I said great let's go.  I feel lucky tonight.,3.0,3.0
"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",2.5,2.5
"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",2.5,2.5
Lets go for a ride.  I I- I want to be alone with you.,2.5,3.0
Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,1.6667,3.3333
"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",2.5,3.5
Like Larry's brother.  Do it like you Chris.,3.5,3.5
"Like Larry's brother.  Do it like you, Chris.",3.1666499999999997,2.3333500000000003
"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",2.5,3.0
"Like Larry's brother.  Do it like you, Chris.  What is it, Chris?",3.0,3.5
"Like Larry's brother.  Do it like you, Chris.  What is it?",2.75,3.25
"Like Larry's brother.  Do it like you, Chris.  What's the matter?",2.5,3.0
"Like Larry's brother.  Do what like you, Chris.",4.0,2.0
"Like Larry's brother. Do it like you, Chris.",3.5,3.5
Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?,2.5,3.0
Like eighteen? [LAUGHTER],4.5,4.5
Like feel the vibrations in the sand when we move around.,4.0,3.5
"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",2.3333,2.3333
Like it has some prestige. so,4.0,3.5
"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",2.0,4.5
"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",4.0,3.5
Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,3.5,3.5
"Like the luggage, the luggage on the flight.",3.0,3.5
"Like this, right now we're trying have a conversation.",3.0,3.0
Like what?  Like a birth certificate?,2.0,3.5
"Like you get to be a part of that. Like the, like the- Like a cult.",3.5,3.0
Like you need another one of those.[LAUGHTER],4.6667,4.0
"Like, now that I'm accepted, it's just, like, such a huge load off my mind.",4.0,3.5
"Like, wow you're really smart we're going to give you an extra [GARBAGE].",4.5,3.5
"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",3.0,2.5
Like- What's your ideal job?  What do you want to do?,3.0,3.5
Line.,3.0,2.0
Line?,2.5,1.8
"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",1.0,5.0
Listen kid.,2.5,3.5
"Listen mom, just, sit down.  I want to talk to you.",3.0,3.5
"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",1.6667,4.6667
"Listen, do you want to dance?",3.5,2.5
"Listen, indeed.  I am sick and tired of listening to you, you damn sadistic bully.",1.5,4.0
"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",1.5,4.5
"Listen, kid-",2.5,3.5
"Listen, shut your smug mouth, okay?  I don't need that.",1.0,4.5
"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",1.0,5.0
Listen--,2.5,3.5
Listen. Line. You can't read her mind.,2.5,3.0
"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",1.5,4.0
Listen? Listen indeed.  I'm sick and tired of listening to you.  You damn sadistic bully.,1.5,4.5
"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",3.5,2.0
Lock,3.0,2.5
Look,3.0,3.0
Look I'm going on my lunch break right now.  So you're just going to have to take this form and go to the back of the line.,2.5,3.0
Look I'm just telling you that you don't have to go.,2.5,2.5
Look I'm sorry okay. It's just-,2.5,2.5
Look I'm sorry-,2.0,2.0
Look at how nice the day is.  What are we arguing for?,2.5,2.5
"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",1.0,5.0
Look at me; I'm giving myself goose bumps all my hairs are popping up.,4.5,3.0
Look at the night we got.  I wouldn't trade this for anything.,4.5,3.5
Look at the night we got; couldn't be better.,4.0,3.0
"Look at this, all of the hairs are standing up on my arm.",4.5,3.5
"Look at this, goose bumps.",3.0,1.5
"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",4.0,3.5
Look at you -- look at you shaking.,2.3333,3.6667
"Look at you, you're shaking.",2.1666666666666665,3.3333333333333335
Look at you.  Look at you shaking.,1.6667,3.0
Look at you. You're shaking.,2.0,2.5
Look bananas don't grow overnight.  Okay.,2.5,2.5
Look can you not just help me?,1.5,3.5
Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.,1.5,4.5
"Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-",2.5,3.0
"Look it's a nice day, what are we arguing for?",3.0,3.0
Look it's a nice day.  What are we arguing for?,2.5,2.5
"Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",2.0,3.5
"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",2.0,3.5
Look that bag has my entire life in it and you just lost it.,2.0,4.5
"Look there, see?  What's that?  No, that's - that's just seaweed.",3.0,4.0
"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",4.0,3.5
"Look there.  What is that?  Is that -- Oh No, that's seaweed.",3.0,4.0
Look we both knew what this meant when I signed on,1.5,2.5
Look what we got here.,4.0,2.75
"Look,",2.5,2.5
"Look, Augie, we've never seen them. They're never going to come.",2.0,3.0
"Look, I almost got married two years ago.",3.0,3.5
"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",1.5,4.0
"Look, I did. I always do. But it's like every time I try nothing ever happens.",2.0,3.3333
"Look, I don't -- look, can we just not argue about this.  Like--",2.5,3.0
"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",2.0,4.0
"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",1.5,2.5
"Look, I'm bored with this conversation.",2.0,3.5
"Look, I'm cold.",2.5,2.5
"Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.",2.0,4.0
"Look, I'm sorry but it's still just fish to me.",2.0,3.6667
"Look, I've been ready for a long, long time now.",3.5,4.0
"Look, I've been waiting in line for a really long time.  I mean, you've seen how long it is.",2.0,3.0
"Look, I--",2.5,2.5
"Look, I-- No, no, no, I--you don't understand. I have to go back to work.",2.0,3.6667
"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",2.0,3.5
"Look, can you please just-- --make this -- look, I look--",2.0,3.5
"Look, do you remember the first time we came here?",2.3333,1.6667
"Look, honey, it's- it's- it's only going to be a year.",2.0,3.0
"Look, is that...no is that just seaweed?",3.0,3.0
"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",1.0,4.5
"Look, it's a beautiful day outside, why are we arguing?",2.6667,3.3333
"Look, it's a nice day.  What are we arguing for?",2.6666499999999997,2.6666499999999997
"Look, it's a nice day. What are we arguing for?",3.0,2.5
"Look, it's pointless.  It's...we're not going to see the Grunions I mean, it's like waiting around to see Santa Claus, you know, it's...",2.0,3.6667
"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",2.0,3.3333
"Look, just give it some thought okay?",2.5,2.5
"Look, just keep believing okay?",2.5,3.0
"Look, there what's that, what's that?  Is it--",4.5,5.0
"Look, we just have different ideas of what this night is supposed to be like.",2.0,3.0
"Look, you better turn that off. I don't want to wake up the people upstairs.",2.5,3.0
"Look, you never had seen many, many women.  You know?  I mean...",2.0,3.5
Look.,4.5,4.5
Look.  It's a nice day.  Why are we arguing?,2.0,4.0
"Lost it just, like, I mean,",2.0,4.5
MMhmm.,2.5,2.0
Ma'am I can't help you.  Do you understand?,2.5,2.5
Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.,2.0,3.0
Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,2.5,3.0
Ma'am in flying with Northwest Airlines you agreed to,2.5,3.0
Ma'am you are testing my patience.  Do you understand me?,1.5,4.0
Ma'am you're going to have- you- look. You really- you really,1.5,3.5
"Ma'am, I - I - I understand that. I understand that. What I can do for you right now is what I'm telling you is that I can do- I can give you a hundred dollars back and then you'll have to fill out a complaint form and then you'll get -- there'll be some investigation. Some men will show up at your house and go through your things.",2.5,3.0
"Ma'am, I own Northwest Airlines.",3.0,2.5
"Ma'am, I understand that.",3.0,2.25
"Ma'am, first of all I'd like you to calm down.  Second of all-",3.0,2.5
"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",2.5,3.0
"Ma'am, obviously I have no idea how long it's taking.  There seems to be a bit of a line there.  It looks like thirty forty people.  It could take four to five hours.  I'm sorry.",1.5,3.5
"Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,",2.5,3.0
Ma'am.,2.5,2.5
Man I'm just so happy for you.  I just--,4.0,3.0
Marry you again? Huh.,1.5,5.0
Maybe,4.5,4.0
Maybe I'll just kill myself.,2.5,1.5
Maybe [garbage].,2.5,2.0
Maybe if you are with somebody else too?,2.0,2.5
Maybe if you were with somebody else too.,2.1666666666666665,2.6666666666666665
Maybe if you were with somebody else too?,1.5,1.5
"Maybe if you were with somebody else, too, huh?",2.0,3.0
Maybe if you were with someone else too.,2.6667,2.6667
"Maybe if you were with someone else, too.",2.0,2.0
"Maybe if you're with somebody else, too?",2.3333,2.0
"Maybe it got lost. Did you think about that, mom?",2.5,3.0
"Maybe on campus, I hear they have jobs on campus.",4.0,3.5
Maybe one of those megaphones. Pompom.,4.0,3.5
Maybe some golf matches.,4.0,2.5
Maybe this is the right place after all.,3.3333,2.3333
Maybe we can still do that,2.5,3.0
Maybe we should call your parents.,2.0,2.5
Maybe we should tell him before he sees it.,2.0,2.3333
Maybe we'll do it again this year.,3.5,2.5
"Maybe you can send it to me, like stream it, yeah?",1.5,2.0
Maybe you could start teaching. I don't know.,3.5,3.0
"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",1.0,5.0
"Maybe you should take a little break from it, but I don't think you should stop.",3.0,2.6667
"Me too, Isabella.",4.0,3.5
"Me, too, bored stiff.",2.0,3.5
"Me, too.  Bored stiff.  You want some brandy?",3.0,2.5
"Me. Yeah, I did.",5.5,5.0
Me?  I'm not worried about me.,2.0,3.5
Meaning exactly that.,3.0,3.5
Meaning just that.,3.5,3.0
Meaning that sacred and beautiful thing love.,2.5,2.5
Meaning that sacred and beautiful thing love?,4.0,3.0
"Meaning that sacred and beautiful thing, love?",3.555566666666667,3.1666666666666665
Might as well get started now? but Just take this one.,2.0,3.5
Mind your business.,1.5,2.75
Mind your own business.,2.5,2.6666666666666665
Mm hmm.  We'll build a bunker and never come out.,4.0,3.5
Mm-hmm.,4.0,3.25
"Mmhmm If I must laugh at everything, I must laugh at us too.",4.0,3.0
Mmhmm.,2.9583333333333335,2.2083333333333335
Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,3.5,4.0
Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,2.5,2.5
Mmhmm.Mmhmm.Mmhmm.,4.0,3.0
Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.,2.5,3.0
"Mmm hmm. I never knew it was going to be this hard, you know.",2.5,2.5
"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",2.0,3.0
"Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow.",2.0,2.0
Mmm...,4.0,2.0
Mmmm some miso soup.,4.0,3.5
"Mom, don't avoid me.",2.3333,3.3333
"Mom, what do you want?  A diagram?",1.6667,4.3333
Most of the...,1.5,3.0
"Movies- movie, we'll go to a movie and a dinner and- and",3.0,3.0
"Mrs. Nash.  That's so awesome, though.",4.5,4.0
Must be them then.,2.5,3.0
Must be them then?,3.0,3.5
"Must be them, then.",2.6667,3.0
Must you be inspired?,1.8333333333333333,3.8333333333333335
My acceptance letter.,4.5,3.5
My bag from Atlanta.,1.5,3.0
"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",2.0,3.0
My computer which has all of my data which I'm collecting right now.,1.5,4.0
"My dear, I do believe you're talking nonsense.",4.0,2.5
"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",2.0,2.5
My flashlight.  How could I forget my flashlight?  God--,3.0,3.0
"My friend, Shotty, passed away.",2.0,2.0
My name is Brent Caption.,3.0,2.5
My name is Sara.,3.0,3.5
"My whole entire, bloody life time and time again.",2.0,3.0
My window is open.,2.5,3.5
"My worst times I think about her, you know, and I",2.0,2.5
"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",3.0,3.5
My--my original birth certificate?  But I don't carry that with me.,2.0,2.5
Nash.,2.5,3.0
"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",3.5,3.0
"Never, never, never.  I'd rather die in torment. Beast brute.",1.5,4.5
Next fall.,3.5,3.0
Next week.,1.5,2.0
Next week?,2.0,3.0
Next.,1.5,3.5
"Nice, you love the jazz.",4.0,3.0
No G.,2.5,2.5
No I can't just transfer it myself sir.  You got to do this.  Everyone else is doing the same thing.,2.0,4.0
No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,1.5,2.5
"No I didn't, you worked the whole thing up in your jealous imagination.",2.5,3.0
No I didn't.  You made up the whole thing in your jealous imagination.,2.0,2.0
No I don't want a diagram.,2.0,3.5
"No I don't want a-  Your father thinks he's coming back, Chris.  If you marry that girl, you're pronouncing him dead.",1.5,3.0
"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",2.0,3.5
"No I don't want to argue with him, but it's about time he realized that nobody believes Larry is alive anymore.",2.0,3.5
"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",1.0,4.5
No I'll do no such thing.,2.0,2.5
No I'm beginning to think you might be right.,4.0,2.6667
"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",1.5,3.5
No I'm just making myself fascinating for you.,3.0,3.5
No actually it was...this is the first time this has ever happened.  I don't know what happened--,2.5,3.5
No but that's an awesome school. That's so cool.,4.0,4.5
No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,2.5,3.0
No it doesn't say it on the form.,2.0,3.5
No it isn't.,2.0,2.75
No it wasn't. It was very pretty I still have it and I wear it often.,2.5,3.5
No it's all boys. All boys' softball team.,3.5,3.5
No it's not only my business.,2.0,2.5
No it's nothing like that. It's-,3.0,2.0
"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",2.5,3.0
No no.,2.0,3.5
No of course not.,2.5,3.5
"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally.  How could we not think to bring it?",2.5,3.5
No one can make the three check thing happen 'cause we don't do that.,3.0,2.0
No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,3.0,3.5
"No particular reason, besides, they were very small ones.",3.0,2.5
No particular reason.  Anyhow they were very small ones.,2.75,2.75
"No particular reason.  Anyhow, they are very small ones.",2.5,4.0
"No particular reason.  Anyhow, they were very small ones.",3.0,3.0
No particular reason.  Anyway they were very small ones.,2.5,2.5
"No particular reason.  Besides, they were little ones.",3.0,3.0
"No particular reason. Anyhow, they are very small ones.",3.0,3.0
"No particular reason. Anyhow, they were very small ones.",3.0,3.5
No problem.,3.25,2.0
"No restraint at all, very enjoyable, never had much anyhow.",2.5,3.5
"No restraint at all, very enjoyable.  You never had much anyhow.",2.5,3.0
No thanks.,2.75,2.375
No that fire will fade long with our passion.,3.0,3.5
No they won't.  It's like waiting for Santa Claus.,2.0,4.0
"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",2.0,3.5
"No way, when? when,when, When did it happen?",4.5,4.5
No way.,3.5,3.5
No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,4.5,4.0
"No we won't.  I mean, God, this isn't about the fish Augie.",1.6667,4.3333
No we won't.  It's pointless it's like a waiting up to see Santa Claus.,2.0,4.5
"No we won't; it's pointless. It's like waiting up to see Santa Claus,",1.5,4.0
No you don't.  I'm a pretty tough guy.,3.0,2.5
No you're not.,2.0,2.5
"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",2.5,3.0
"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",2.0,3.0
"No, I am beginning to think that maybe this is the spot after all.",4.0,2.5
"No, I can't. That's-",2.5,3.5
"No, I didn't.  You worked the whole thing up in your jealous imagination.",3.0,2.5
"No, I didn't. You made that up all in your jealous imagination.",2.5,3.5
"No, I don't I don't want to accept that.  I think that's bullshit.",2.0,4.0
"No, I don't have a land line.",2.5,3.0
"No, I don't have a passport.",2.0,3.0
"No, I don't have driver's license.",2.0,3.5
"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",2.5,2.5
"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",1.0,4.5
"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",1.5,4.0
"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",2.0,2.5
"No, I don't want a diagram.",2.0,2.0
"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",2.0,3.0
"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",2.3333,3.3333
"No, I don't. I'm not like that.",3.5,2.0
"No, I don't. See, I could lose my job if I did that.",3.5,2.5
"No, I figured the best thing was to leave him alone.",3.0,2.5
"No, I have to go.",1.5,1.5
"No, I just showed that for you [garbage].",2.5,3.0
"No, I know but still.  I know I don't make you happy.",2.0,2.5
"No, I know but--I know I don't make you happy.",1.5,1.5
"No, I know me either.",2.0,2.75
"No, I know, but.  I know I don't make you happy.",1.5,2.5
"No, I know, me neither.",2.5,3.5
"No, I know.  But I know I don't make you happy.",2.0,2.6667
"No, I know.  But still.  I know I don't make you happy.",2.0,3.0
"No, I know. But I know I don't make you happy.",2.3333,2.0
"No, I know. But still, I know I don't make you happy.",2.0,2.5
"No, I know. Me neither.",2.6666499999999997,2.4166499999999997
"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",2.0,2.5
"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",3.5,3.0
"No, I need your ID to give you a second ID.",2.0,3.5
"No, I think that's just foam.",2.0,3.5
"No, I uh-, I figured the best thing to do was to leave him alone.",2.6667,2.3333
"No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",2.5,3.5
"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",2.5,2.5
"No, I wanted to get this all sorted out first.",2.6667,3.0
"No, I was just like you. I thought it was going to be all peaches and roses and everything great. And the wind in our hair and the sand in our toes, and the fish will always come and the bills will pay themselves, and we'll have three big fat rosy kids. And oh God.",2.0,3.3333
"No, I will do no such thing.",2.0,3.0
"No, I'll sleep in your bed. Cuddle up.",4.0,2.5
"No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.",1.5,4.0
"No, I'm just messing with you. I mean, I'm not going to, you know, I mean, I'm not even really a football fan anyway.  So or- or a basketball-",4.0,3.5
"No, I'm not going to go to a football game.",2.5,3.0
"No, I'm not, I'm sorry.I'm not stupid.",1.5,3.5
"No, I've given it three years of thought.",2.6667,2.0
"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",4.5,3.0
"No, No, No, I am grateful.",3.5,3.0
"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",4.0,2.5
"No, You cannot get your license.  You filled out the wrong part of the form.",2.0,4.0
"No, because if she- he's not coming back then I'll kill myself. Laugh!  Laugh at me!",1.6667,4.0
"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",2.0,3.5
"No, but I'm try- but like all the things that I-it's like I apply to all these places and none of them",2.3333,4.0
"No, but it was good.",4.5,3.0
"No, but this is for um- replacements and you need a new -- whole new license as a California --",3.0,3.0
"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",2.5,3.5
"No, come on.  Don't [GARBAGE]",2.0,3.5
"No, darling I'm just making myself fascinating for you.",2.5,3.0
"No, don't think like that.",2.5,3.0
"No, for God's sakes, we've never seen the grunions. We're not going to see them.",1.5,4.5
"No, it didn't turn up at the baggage claim.",2.0,3.0
"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",3.0,3.0
"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.",3.0,3.5
"No, it doesn't work that way",2.5,2.5
"No, it isn't.",2.1666666666666665,2.8333333333333335
"No, it it is not, be quiet.",1.5,3.0
"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",3.0,3.0
"No, it's a wrong number.",4.5,3.0
"No, it's all right. There's nothing wrong in that, you know.",4.0,4.0
"No, it's been--three days.",2.5,2.5
"No, it's demeaning.  I am not a clown.  I have talent.  Clowns don't have talent.",1.5,3.5
"No, it's dorky.",4.0,3.0
"No, it's good.",4.0,2.5
"No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty.  You're going to write three, you understand, three of- of the forms.  You're going to write three of them out and then give it to me.",3.0,3.5
"No, it's not.",2.5,2.5
"No, it's not. I don't care.",2.0,3.5
"No, it's not. It's standing on the beach waiting and fighting.",2.0,3.6667
"No, it's totally original, though.",4.3333,3.6667
"No, it's--",2.5,3.0
"No, just making myself beautiful for you.",2.0,3.0
"No, just making myself fascinating for you",2.5,3.5
"No, just making myself fascinating for you.",2.5,2.0
"No, line.",2.0,3.5
"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",1.5,4.0
"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",1.5,3.5
"No, no I'm just like you.  I thought it was going to be all peaches and roses and sand in our hair and wind in our",1.5,3.5
"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",4.0,3.5
"No, no it isn't.  Death is very laughable such a cunning little mystery.  All done with mirrors.",2.0,3.5
"No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors.",3.5,4.5
"No, no that is quit laughable.  The cutting little mystery all done with mirrors.",3.5,4.5
"No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --",3.0,3.0
"No, no, because, look, I don't care what your policy says.  I mean--",3.0,3.0
"No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors.",3.0,3.5
"No, no, it's nothing like that.",2.0,2.5
"No, no, just like you I thought it was going to be all like peaches and roses and sand in our toes, and wind in our hair, and the fish will always come and the bills will pay themselves and we'll have three, fat, rosy kids and ha-ha baby the joke is on us",2.0,3.0
"No, no, no, because there are other people in line.  You have to go get a complete new application.",2.5,4.0
"No, no, no, it's cool.  It's cool.  It's cool.  So, um",3.0,3.5
"No, no, no, no death is very laughable it's a cunning little mystery, you know.  It's all done with mirrors.",3.5,3.0
"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",3.5,4.0
"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",2.3333,3.6667
"No, no, no, no, no.  I can't- I can't do that.  I can't, I- because if I'm not- if I'm not- if I'm not doing something that I love, then I can't -- I can't- I mean it's- what's the point?",2.6667,3.3333
"No, no, no, no, no.  You're going to have to go back over on the other side-- --second door, up the stairs...",2.5,4.0
"No, no, no, no. Nothing like that.",2.5,3.5
"No, no, no, no. no.  Death is a very laughable thing.  It's a cunning little mystery, it's all done with mirrors.",3.5,3.0
"No, no, no.",2.0,2.0
"No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work",1.5,3.5
"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",2.25,3.25
"No, no, no.  That's not my point.  My point is what's the point in coming down here if we are just going to turn around and go home.  Don't you want to see it?",3.5,3.0
"No, no, no.  You don't get married in two and a half weeks.  It doesn't work that way.  You don't even have sex----in two and a half weeks.",2.0,4.5
"No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus",3.5,3.0
"No, no, no. Sir,you need to get out of the line--",2.0,4.0
"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",2.0,3.5
"No, no, no...  I'm done with these contract business because this is what can happen.",2.0,4.0
"No, no, nothing like that.",2.0,2.5
"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",1.5,4.5
"No, no.",2.25,1.91665
"No, no.  I love softball. I played softball all the time.",4.0,4.0
"No, no.  I'm tired of listening to you.  You're boorish and idiotic and completely overbearing.",1.0,4.5
"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",3.5,3.0
"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",3.0,3.0
"No, no.  This is real.",2.5,2.0
"No, no. Nothing.",4.0,2.0
"No, not at all.  I-I still have it.  I wear it quite often.",2.5,3.0
"No, not sorry, but I'm not going to stay.",2.5,3.0
"No, not sorry.  But, um. But I'm not gonna stay.",3.5,2.5
"No, not sorry.  Um, but, I'm- I'm not gonna stay.",3.5,2.5
"No, nothing like that.",2.5,3.0
"No, nothing, nothing like that.",3.0,3.5
"No, of course not.",2.333325,3.2083500000000003
"No, of course, not.",1.5,2.5
"No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.",2.5,3.5
"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",3.5,3.5
"No, seriously. No, seriously, you should do it.",3.5,2.5
"No, she is not Larry's girl.",2.3333,3.3333
"No, thank you.",3.0,2.5
"No, thanks.",2.3333333333333335,2.6666666666666665
"No, that desire will fade along with our passion.",3.0,1.5
"No, that desire will fade.  Along with our passion.",3.0,2.3333
"No, that fire will fade along with our passion.",3.0,3.5
"No, that will fade...Along with our passion...",4.0,2.0
"No, they did.  The lady over there told me to stand in this line and I've been here for an hour.",2.0,4.0
"No, they said I couldn't lock it.",1.5,4.5
"No, they told me-I'm sorry, but they told me to be in this line.",2.5,3.0
"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",2.5,3.5
"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",2.5,3.0
